Side,Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
left,94.8797335105432,171.0813082404022,171.5256041115472,178.08223077086848,85.08699596555503,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.7145073425978,172.60896183248656,171.8427635947603,171.3701569965945,94.31108007238011,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.07945249450746,171.26328944121173,179.6631889446604,171.60966760749452,94.64247216240761,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.22048949290804,171.72233490369223,178.77604189434703,177.81820696655785,89.74307441057651,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.40869858073141,172.26039610175368,177.90333639852432,175.95082572573503,86.61718908490474,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.95955530328774,179.40012312650046,176.32917234071135,171.69012011482897,88.66441677272948,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.79447654152203,170.76975748406596,176.01419085866317,178.23354161069824,91.36346477777596,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.14359449196715,172.48092687816174,170.8799805151083,177.34165137137015,93.31831699712907,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.68617130026189,170.77294916577742,175.6299441887293,172.6595340975022,90.90798885444437,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.65532138874268,178.81266866901473,179.24734470190916,170.36299212302382,92.17040203037263,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.04038038667294,170.36862966749405,176.05650885514606,170.45378630844445,85.13960811128412,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.05618744361227,178.4295137986096,178.15587521776766,174.30209127401633,86.6521014563164,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.80178165898124,179.72463397373087,172.0262770666759,179.67348096973402,86.64978869181455,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.16654306030384,177.79778122538312,170.8480298756872,171.57854133344387,92.67742828569702,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.61837464795354,176.3098488082419,170.37816684089148,177.94318130223613,91.47280775213093,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.98233650574102,179.64635696057402,170.6367829144882,175.11123227059002,94.16968042759783,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.0662001651971,173.08894225621538,170.14825195142723,170.021812745308,93.1226071682739,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.00140809604778,171.24349186755435,173.14181534228433,179.0790140338822,93.39191730254075,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.59631350176898,178.28486993030106,170.6392172141856,174.10275424893783,90.64122686460571,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.30740358178863,174.0329262388193,172.79583863363624,174.42614686608522,89.82752045668842,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.7801839156555,177.03958664992754,170.66816559683156,175.4905942175153,85.05104727369232,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.34738019331397,179.01205103971438,175.79149773397435,177.1486272967101,91.94458902379058,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.77716300709099,173.35553632135029,177.8766645118068,171.44908101484123,86.21947787281303,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.50117324350322,175.65832389684286,174.76691641877179,179.3002415794857,86.8923001618353,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.71142897594945,178.57264361996542,179.05980481218006,171.6176312730568,87.22608025385935,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.96196282299725,175.26220864556925,177.5695177364615,170.49244197672465,91.22051764153147,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.09977006116688,170.08119293614325,175.65690508297152,171.02236772296527,85.45865063077962,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.70505761530488,170.86665163238237,171.123180479216,170.87079957770618,94.24371402867445,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.37856017648069,173.7250301108674,170.67864088294053,174.36635244036205,88.07365819186916,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.0739473300754,176.3421621931338,171.91240219556065,179.213597886918,94.24015953864102,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.67882209331408,179.96235001121474,176.35875350587477,179.66425684160774,88.16525710991456,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.86772500082158,171.33646548894689,178.35723070031125,178.57795837135828,90.1220231083601,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.48941458253728,175.72661815839876,178.46860047684092,170.37339573453224,90.97966123873302,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.85731104105108,174.77594524251728,178.5384055560047,178.99146660899245,94.11655097974187,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.72937112480143,173.6211970304691,171.6204305444631,170.74446522584276,94.0879847631678,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.9977114702253,175.25095477743682,175.0418055803864,179.57040991398628,91.87787003912857,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.24081608941006,175.43590215695673,179.00073323064694,179.74385171603504,91.70713406974421,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.47842812809392,170.02174317430692,175.94417416787473,176.45957910274655,91.67109992549344,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.67939163046357,177.78688122708644,172.11001108803183,172.33565540999243,85.76828999642066,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.81856764676411,176.98164124077056,173.5794082766578,178.66567926439794,94.72867715381823,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.11395592943906,170.63770575632827,173.97687138679245,177.3589125216924,87.86782129637636,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.72764295195483,174.12454379421416,176.57529242339317,176.31347060987378,86.84420981336555,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.60890742240316,175.6589885231987,172.47840104587812,177.64311133539897,86.3460861958287,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.56118621894241,178.4243521606818,171.01765506496926,177.1803793697237,89.20603929793613,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.85751271853007,177.1275769596215,173.54920860864536,172.53489486657327,92.38433794342639,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.23074369138801,171.52497387051042,172.29930645222598,171.99764007925137,94.98527128465419,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.25915140420923,178.70242953014562,171.4233828372434,178.28367807308123,85.4101084224405,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.1238276423868,170.98351242034062,177.03422558667802,176.04987781260579,88.06195996274984,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.01395977070494,170.7792717557042,171.80876347033202,179.21527882907426,90.83066022876376,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.24370472277865,175.56565648319312,179.38136901007474,176.75249396242074,91.35634874199049,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.73413479473075,177.49205756095162,171.508820371284,173.85297419373973,93.8032215513128,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.48985400271005,173.63329953280694,173.38341623202584,177.75951525135724,88.02517293456764,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.06373151127063,178.70516604414837,173.65137509156756,178.28215876746037,91.46260029071703,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.29203122250719,174.50570760966514,173.5988549050653,175.5384140195731,88.52484765741636,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.23717193896229,170.22157444282539,173.08391980153175,172.52202102965694,94.24138527248626,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.93690652497367,177.70531293827673,177.65541214564198,173.686040126496,91.12441345378932,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.70050353619521,171.94851314137998,175.1363984948078,178.6243145581295,89.78880070477764,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.36293665296205,174.69662273891262,171.16986697986474,177.10292863428415,91.75025353294217,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.57747646878649,170.7773691312208,176.65457985135563,177.63629965022864,94.14140063551088,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.18132498724901,178.54151879455802,176.35983700243122,175.20487074888447,94.45248870923557,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.27092143275736,173.41196745531175,172.752750944642,171.1659174027745,85.53765093905552,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.93711846329413,175.95767554773684,178.47640144916625,176.2653631021755,86.46565109903779,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.95172268078507,170.03845380155153,179.92973826940192,177.22328224935433,85.50364322351076,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.57365411244687,171.5069236871612,172.12902787374955,173.30514980831256,91.00609203812073,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.85853091684292,177.54568787124924,174.5223859498,171.36864865107327,93.46936783776871,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.26639167594095,174.03586931574952,173.00970087614184,176.97994470771917,89.90467270332489,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.87704813404972,177.79109754554545,172.9449388730914,178.5006926019346,87.22582210553433,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.4121421626344,171.59587960512513,177.49792286597165,177.3325245152272,89.95279201766739,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.94252314890475,176.95767933252623,174.25942079913713,176.49080171296933,85.25077509177815,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.55810218343309,177.38935027614806,173.98013440655242,179.72105729600966,94.68056088289718,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.06205879525487,170.24400592538876,179.96935840322791,171.86374692262916,90.48389081493141,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.87457643066165,173.04389940719165,175.55059051689366,171.00395581118752,86.87836136348439,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.76101556139875,179.817065005379,175.1392836995042,170.66653602213125,92.6857155897784,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.58343936640271,177.885399749159,172.91645085612205,173.5362059824215,94.65147792695521,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.18060457702553,179.62083092786312,178.2460649518532,173.64585926580088,94.68753012883123,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.2655122018404,177.29138515975077,178.18308770615354,170.99748293295738,89.13572647172785,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.61950984437857,176.63290534178677,173.9585392722472,176.388849647894,86.97903903079218,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.73210997987681,177.55996796230593,177.5978191184883,176.4390678706952,89.00128812256384,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.02433838884916,174.13300900477415,177.3317419374798,176.87932834734707,86.80937770172059,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.3497922931572,172.94273552384698,171.09026927760118,177.03105366031923,85.9678239511038,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.94382673620963,172.89185785949942,179.65257749303194,173.63664133450715,89.53697441500859,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.29151914298252,177.3760889577508,170.6263473003744,177.06543198537875,94.57397533605216,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.5983050806582,174.84636863696852,175.15691755601597,177.20839045054922,89.00059939584963,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.12865407361791,172.80119241177704,171.91889535711417,177.7794259046313,92.50764229137368,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.79015564581775,173.06697780924767,176.54985568346268,172.7720748700708,88.83089602335518,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.27115036385236,179.5204363688434,178.94889120041753,177.44376935298874,89.0711353972077,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.23661294389196,173.83508825610852,175.0922583294163,179.5015100650665,89.91456128745908,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.15468510286063,171.55226304189512,176.46530629148592,171.0364177145309,90.69493595994594,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.75252831638464,170.4791754552854,174.02232807687543,176.96862269373645,94.32603098510367,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.4647220589816,170.06646212473495,179.79696846600638,176.23471799698115,92.86549552596426,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.94004574623224,174.8282950607368,172.27584249548423,176.06761445430618,87.53807756433928,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.38864233036395,173.28323354012147,177.68555963696087,177.0774348216763,90.50367350346684,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.2137199791244,176.90735098865875,176.60367089614007,178.6072688466104,89.93914248047665,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.34545901032061,170.8063595880626,178.80723891471177,174.2810490430165,93.02981892316035,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.06165661728389,171.43068674743358,177.76368286403533,179.53566744797988,92.47267849173366,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.12702419704782,172.23982144850885,173.60491080025295,177.37005237012136,90.28615046970894,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.1699184151793,177.05437721268947,177.56184692998903,175.1720534315495,90.58221782959338,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.99750212627355,178.99098649441163,175.301150445947,174.5707819497871,85.87145018228932,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.3445547138478,170.01865729902119,177.98161655388083,174.77393494814385,89.66743399051782,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.83657986966729,179.7465921776121,171.3036058574186,173.75827389608307,93.7237285876201,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.49898177759168,176.9096048938142,170.29266975742905,177.8277802097204,94.11075308454035,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.51599125428388,176.13491546563753,179.71343012250867,175.91793128557572,85.81884973263679,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.46263304713264,174.92772840717547,171.3543346904551,170.19535639656397,89.27090031532038,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.05373360276403,177.76579213608505,173.8822784683875,175.12051462066393,86.36505341110657,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.54800825237231,176.00663091253986,179.34928543177566,177.3769688736209,91.21689103771661,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.51113457248051,170.1611757386896,177.65635487292136,172.41019060998642,92.57665480881558,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.31222375816172,173.22351834322754,175.51519026169677,172.67833634930184,92.25519493681563,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.3124406427544,177.56964450111576,174.99802319001427,170.91572665217666,85.83099739057599,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.88984686753108,172.27318270837233,175.00654121662967,171.8373062796163,90.6335293489751,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.27836068602066,174.84806547928775,174.95568804409874,175.78724134627467,86.89156938655591,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.81201902414752,177.31315447124422,173.46872794113398,173.61094597687702,88.44570991360486,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.17684389639763,176.04321513464657,172.2780134108932,178.2293031459347,91.45118600382067,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.83747382648941,171.3117229699605,178.1207749753717,171.607513816854,94.04419007502483,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.45637100347557,177.20888067164287,174.2922697499492,176.707562132422,87.96777138075983,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.1662263929792,171.30037443222878,174.7035512527913,173.53544102249563,93.07187765367657,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.448588269042,174.06113154749664,171.77426430259112,172.92742281843124,94.72247720846423,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.26681857258016,175.3379197739274,178.6133158483782,178.9855910457047,91.19711661775749,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.93145298134672,177.59630478272186,176.2826101177523,172.16029474717612,94.42534294990998,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.23937083377936,173.67181123311343,176.40567855857748,175.9990357187165,89.2536617178832,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.78333870982932,177.4003256230677,173.2274280294157,175.15392978992014,87.36438821839093,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.549771295502,172.02431079375205,174.21317825192617,179.23406888464126,94.09383364270532,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.78625517921428,175.44662561391874,174.90260047288615,172.2136351352275,91.37984613330048,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.97982608252987,172.6334831607582,172.93049024859525,174.7653453403145,87.12727113814414,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.8931281383298,173.77509140819126,173.7290816781776,175.74917314020286,85.13074308849846,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.41944372598249,173.00550419998763,170.96812620307895,178.7731509224115,88.46758271630476,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.65007731341493,175.3246308776315,171.61523688332397,177.25242164688078,85.6024751300823,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.22199739597716,172.87323744164283,170.64808271778537,178.74223837211113,90.95672755474058,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.91429961865603,174.8692852776166,170.86241961657365,177.18775582116996,92.27202444835434,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.0683609336605,173.58243397784668,171.93419144386766,173.90894906738558,92.12000376521928,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.04636049683438,176.64070228836795,173.58351687828002,171.96505326335858,94.91149905791606,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.86865567982214,172.36974116395993,175.79238113316737,170.34320487698315,94.56791040884775,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.38584996786273,174.73876109587331,171.66829224341132,179.21676212498386,91.16146175731602,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.97177688864026,175.70761071545942,178.02055815581278,176.17944590143378,92.22656071520333,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.9046624188178,175.00048879434712,171.05366102643453,179.03359512625184,85.3270890060091,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.75923779198399,179.5379529009673,174.46726757734154,173.3937035772911,90.20345398841987,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.69543638486032,171.23512922382037,178.58523334873422,176.9393392181644,88.16855290264195,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.06097547416255,171.48370507845175,176.69407313804172,178.14405396968473,91.55341147042931,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.84876647357264,176.56501991188907,175.2366527117422,178.187353384174,90.80663119330774,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.55860256130528,176.47453050158785,178.8618573584576,174.0730206881625,94.41263830683721,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.84843602561858,172.0919248531044,173.83390796731004,175.8039964049207,92.39700925766786,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.55635998128025,179.60899335658706,178.82647832280546,175.8701397484617,88.75127397011612,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.59653252003007,179.5828955960064,175.88420855067642,174.7552748872232,92.61780889534789,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.92327939780466,179.65406845976122,179.8297192212122,174.41658486642555,87.30817731539487,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.96553120264326,173.12816323023063,175.59064476643738,170.80032551226384,94.71667268398404,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.73456877248309,178.3815551726829,173.2746392846507,179.93453027905386,87.49713040221867,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.26040776262182,173.21395806767754,172.40029541229998,178.81837596012815,85.26525711500054,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.23561309598286,175.20598265315405,177.1045730359303,174.44583542530646,90.11002749540411,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.26609921375363,175.93487413629288,176.3607381418537,172.54019291993475,87.91168686517484,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.30393085454806,173.36526185877386,177.70266473488624,170.776439351597,89.83636719961314,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.27030882822463,171.6038494516101,172.19431374794166,171.32081075172877,86.199177738252,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.9298454556124,176.5343846565823,177.71898912033336,179.4057244117555,86.46404850296874,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.55216401290699,174.552945070885,175.55444462121065,170.38751827432654,87.34841866113621,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.61570281676703,173.8312253319209,173.54288226393464,173.16493309720067,90.89722403797379,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.19322571987306,176.59402383360512,179.63054539633433,170.40770388167078,90.39818625267726,90.0,90.0,90.0,90.0,90.0,No Exercise
left,94.55154764304467,176.0788186201181,177.77373708454493,178.87918071151987,90.43021327870498,90.0,90.0,90.0,90.0,90.0,No Exercise
left,97.75993175872462,175.90008906379435,178.8891108935626,173.38004385496006,86.39803736123905,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.33221895821035,173.0063556790702,177.7278529770311,179.77689163752456,85.7954920330435,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.92266022202567,175.3917320677708,177.65687588702093,176.1446110184076,85.72195450836014,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.17727418322075,173.35323777663845,178.8922674480726,175.65794251501433,91.83231205058246,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.64502273604826,179.9446943615744,174.64055189767734,173.36191600915944,94.37088783675067,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.52383328135234,171.20740689159788,178.10195573455954,176.06345843952977,88.39197280135248,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.68406142305327,173.85485745838204,171.99307727534497,170.11886388775878,90.00462263733333,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.2729333542047,172.34674030818036,171.35951170083985,170.77577706901164,86.53356427991108,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.04391048253648,176.2678320106367,175.6384102003407,175.20132300222042,85.94412143483085,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.13713553417332,174.42413265443065,175.31176455253362,172.2488534536312,88.84769008579877,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.6734421117103,170.58779845100662,178.32546701586907,173.21233359476642,92.74903580200358,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.68371325574516,178.4928779581797,176.43423036546045,178.59960642180695,85.98663968275628,90.0,90.0,90.0,90.0,90.0,No Exercise
left,89.92797225232944,178.12287325091674,178.3682902147297,177.76257223027272,90.9723423316981,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.12779780374213,170.08925973466157,176.45195610188898,172.9028542709486,94.93439786637133,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.21237505807343,170.23053759276704,170.14757585734122,170.72214371236976,87.43925278790238,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.0133984779912,174.23958026915778,172.3894314268831,176.78649868143953,89.95258386200118,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.47640112539862,179.49034682918222,178.738268465053,176.79798567229122,92.87403524102061,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.71213878884255,179.84908757156123,175.54460194915697,174.91470597099558,87.29481609137277,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.84260780062934,170.52220494303,179.05495026219893,174.5412904036131,89.17215389628097,90.0,90.0,90.0,90.0,90.0,No Exercise
left,80.41504253297856,178.7077947772251,174.0753342541122,177.0990577645854,93.7502349049259,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.24198065084536,171.66945063771382,170.54462267770333,176.82282569888642,94.14143997367685,90.0,90.0,90.0,90.0,90.0,No Exercise
left,86.95171783027486,171.79722961827352,179.2593780959603,173.04677163125322,93.71585583700718,90.0,90.0,90.0,90.0,90.0,No Exercise
left,81.21196404850139,172.59004194697775,175.14893821463605,174.40706979131056,89.55930681861751,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.13259108876912,173.3769815798218,172.22644667767366,170.918876608533,90.80932900950314,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.22942328341415,178.43179531808042,176.64777475636825,175.19721184485346,94.48224687705054,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.60927067215862,173.08882529985647,170.76824123148361,178.82865348963963,85.75070442432684,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.71277946964062,173.44851647227912,177.1730050574785,176.84011402124398,90.54899352644455,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.53492796598785,179.9485534081077,174.93170624222446,170.8762052022357,91.65250816996472,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.29337265956298,175.0163024445709,179.88392384402573,178.01039574258525,86.17439874067566,90.0,90.0,90.0,90.0,90.0,No Exercise
left,98.0905170627035,178.93055008613,179.09346280142285,175.25427064455974,90.94231107594092,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.68596921464753,179.95719729911247,174.06141314667047,175.51047799093286,87.85998365670281,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.27255057872297,174.33099143881878,178.8442178834149,177.91689178414973,93.2378904655827,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.7594928188689,172.99457675063852,173.55745254440052,175.2545886720062,86.90960864525381,90.0,90.0,90.0,90.0,90.0,No Exercise
left,91.8390900675754,171.0595981640119,179.10946005196277,171.9977267238053,89.9961358186175,90.0,90.0,90.0,90.0,90.0,No Exercise
left,83.22896244952848,177.9340260212981,177.9340259630607,174.55323484737778,89.33257647926473,90.0,90.0,90.0,90.0,90.0,No Exercise
left,96.33745044324995,174.10914950446366,171.41973816110868,177.431847877966,88.7287748280109,90.0,90.0,90.0,90.0,90.0,No Exercise
left,84.23372854705441,179.24270522236753,171.9227380882904,178.74463436145913,94.93301679009238,90.0,90.0,90.0,90.0,90.0,No Exercise
left,88.55984725148832,178.42187093875384,173.61944830431966,175.42377542757094,86.35405358727185,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.83295900373349,174.45752818200762,177.74301377033908,179.20094508345775,93.06042229442382,90.0,90.0,90.0,90.0,90.0,No Exercise
left,95.58836274058389,178.671120301353,176.5333633242948,175.13053331380488,89.31598578527223,90.0,90.0,90.0,90.0,90.0,No Exercise
left,82.63763395210746,178.29704956587088,176.4889953045829,174.7271223674286,92.08609928310659,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.2153928956045,178.44180923062126,174.38216977529498,170.3146733250569,88.18855596448535,90.0,90.0,90.0,90.0,90.0,No Exercise
left,85.49171894479719,176.17930118453324,171.77362755087557,172.4348457353666,89.12620745707072,90.0,90.0,90.0,90.0,90.0,No Exercise
left,99.19952607316226,171.7789411447203,176.52690979999053,172.92931130121784,89.02568991105062,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.38081107894851,176.31605116454298,170.98509758159184,177.45750105116804,89.81441463072746,90.0,90.0,90.0,90.0,90.0,No Exercise
left,92.9034525518064,175.3764910957054,173.19711758168478,175.85695004558457,89.03328596152309,90.0,90.0,90.0,90.0,90.0,No Exercise
left,93.79289517715786,176.307316202011,170.25432213404466,176.12044594475086,93.44173157073433,90.0,90.0,90.0,90.0,90.0,No Exercise
left,87.52163711679688,175.77479840922803,172.4634299790211,171.80447856201982,86.63599863234828,90.0,90.0,90.0,90.0,90.0,No Exercise
left,90.15452018200288,174.94731746306664,173.6580132414247,174.05450749482142,94.43982636883617,90.0,90.0,90.0,90.0,90.0,No Exercise
